Sentence,Aspect
"The room was equipped with a security box in the wardrobe and a very efficient mini bar, not to mention the wall mounted flat screen TV.The bathroom was spotlessly clean, and equipped with a superb shower cubicle.",CLEANLINESS
"Everything from spare toothbrushes, razors , shower caps, shoe polishing sponges and a very handy sewing kit.",ROOMS
"Huge, white fluffy bath sheets too.The airconditioning unit was very efficient.",ROOMS
"The double glazing kept out all noise, and the shutters were excellent too.",ROOMS
"It was hard to believe that you were only a couple of hundred yards away from the Grand Canal, you heard nothing, not even the church bells!",LOCATION
"The entry hall was all marble, as were the two flights of stairs you had to climb to get to our suite.",BUILDING
We were never kept waiting to get in form more than a minute.,CHECKIN
"The hotel has tables and chairs right on the Grand Canal, and a shady area to the side under two large sun shades.",BUILDING
We sat there for a couple of hours every afternoon with a drink or two just watching Venice pass by.,BUILDING
"Entertainment was provided by the Gondoliers based at the Gondola station right outside the notel, their banter is wonderful to watch.",OTHER
"Breakfast was very good, cheese and cold meats, boiled eggs yoghurts, cereals, juice and a wide array of pastries and fresh fruit.",FOOD
"We got down later one morning, nearer 10 than 7, and there was still plenty to choose from.",FOOD
Fresh coffee is made for you from an impressive machine at reception.,FOOD
A choice of teas was also available.,FOOD
"The breakfast room was very well presented, and you can also breakfast outside or in the bar area.",BUILDING
The reception staff and all the waiting/bar staff were extremely helpful and friendly.,CHECKIN
Nothing was too much trouble.,CHECKIN
"Reception was full of flowers, and an enduring memory of the hotel will be the scent of lilies, gorgeous!",BUILDING
"We will definately be returning, and recommending it to anyone we know is intending to visit Venice.",OTHER
"Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.",LOCATION
"They were also more than happy to store our luggage before and after check out, which was brilliantEverything is right there on the doorstep.",CHECKIN
You cannot go wrong.,OTHER
"We were asked when we left if we could think of anyway the stay could have been better, we honestyly couldn't hink of anything at all.",OTHER
"On reflection, a chest of drawers might be a useful addition to Room 515, but in the scale of things, how minor is that?",ROOMS
"Pretty much faultless, we loved it.",OTHER
Great value in Seattle,VALUE
Myself and spouse stayed at the Warwick Seattle for four days in September.,NOTRELATED
This hotel does not disappoint as a reasonably priced stay in the downtown area.,VALUE
It's an easy walk to all sightseeing attractions (five blocks from the waterfront) and there is a free bus in Seattle but we could never figure out how that worked (do some research before you go!!).,LOCATION
"Our room (king bed) was spacious and nicely appointed, very comfortable and with plenty of pillows.",ROOMS
The coffee in the room of course was great (this being Seattle).,ROOMS
The bath is finished in marble with a deep tub and hand-held shower which was a nice touch.,ROOMS
Toiletries were below average but that's not a huge consideration for us.,ROOMS
Our only complaints concerned the front desk.,SERVICE
I had made two reservations: one for the first part of our trip and one for the third leg (after Olympic Penninsula) but decided to cancel the second reservation.,SERVICE
When we arrived at the hotel after a full day of travel the desk clerk kept us waiting for several minutes without so much as a hello.,CHECKIN
We moved to the second desk clerk when she was free and were told that our reservation could not be found.,SERVICE
No attempt was made to look for it.,SERVICE
We had to walk up the stairs to the parking garage and get our confirmation from our luggage and only then did they find the reservation.,SERVICE
The following day my office tried to call and was told that we weren't staying there.,SERVICE
Parking is $21/day which is pretty steep but the only option because parking in Seattle is scarce.,VALUE
The hotel doesn't have a shuttle so the only other option was a cab which is about $30.The hotel restaurant is adequate but for a really great breakfast walk a block to the Mayflower Park Hotel (pricey but fabulous).,FOOD
"Good position, nice staff and very clean rooms !",CLEANLINESS
"We have stayed 3 nights in september 2006 in the Catedral Hotel in Mexico and we really enjoyed it !All the requirements for a quick visit of Mexico city are there:- Mexico is a huge city with many places to see and this hotel is at 5 minutes from the Zocalo, 5 min from the centro historico and 2 very close metro stations are in the area.- The hotel in itself is very nice, the staff is multilingual speaking and the room was very clean and well agenced.",CLEANLINESS
The bathroom is also very nice and quite big.,ROOMS
- The restaurant of the hotel serves very good breakfast for honest prices and the evenig you can also eat there correctly and have a quite light bill.,FOOD
"- other services are available : travel agency, security boxes in the reception, internet for 10 pesos per 15 minutes and the reception can keep your luggages if you are away for your last day...",SERVICE
"Great Place, Great Price, Great Staff, But...",LOCATION
"It was easy to find, parking for free is a bonus and boy oh boy was Versa a wealth of information!",CHECKIN
"She was always smiling, and ready with any questions.",CHECKIN
We booked the city tour thru her (she did all the calling) and she helped us reserve tickets for Alcatraz.,CHECKIN
"The location is perfect, right in the middle of the city, easy to walk anywhere, or hop on transit.",LOCATION
"The positives on the room are that is was a large room, king bed was nice, it was also very clean.",CLEANLINESS
"Negatives, sheets had small holes or even areas where it was torn.",ROOMS
Towels were small and very rough.,ROOMS
"Very thin walls and floors, could hear your neighbours all around.",ROOMS
Furniture was old and shows the wear and tear.,ROOMS
Water in the shower went from cold to hot and back again.,ROOMS
All in all it was adequate for what we needed.,OTHER
The price was certainly good.,VALUE
"But I don't think I would stay here again, I may need to pay more and get more.",OTHER
Inexpensive Boutique-like Hotel,VALUE
I booked this hotel for less than $100 USD and it is one of the best values that I have ever received from a hotel.,VALUE
"The check-in is amazingly quick and can be done without talking to anyone, if you choose.",CHECKIN
"The computer guides you through the system; however, two guest service personnel stand by for your convenience.",SERVICE
The lobby is beautiful.,BUILDING
"The room is small (the width of the room is the length of a kingsized bed), but it is so well laid out, you would hardly notice the size.",ROOMS
The pod toilet is private enough that you don't feel awkward about utilizing the facility with another person in the room.,ROOMS
The TV and the room remote control is awesome.,ROOMS
"Now, the only negative about this room...the shower.",ROOMS
"Since the pod shower only works when it is closed, it is not possible to get warm water flowing before you step into the pod.",ROOMS
This burst of cold water from the roof of the shower is quite the wake-up.,ROOMS
The hotel is immediately adjacent to the airport and it is perfect for early morning departures!,LOCATION
"Also, I will seriously consider this as my base hotel for visiting Amsterdam in the future, despite the fact that it is a brief train ride from the center of town.",OTHER
"Note, the room can only accommodate two people who are close!",ROOMS
